ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Loan,Graphemes,Profile,Word_ID,original_script,comment_on_word_form,Borrowed,Borrowed_score,comment_on_borrowed,borrowed_base,loan_history,Analyzability,gloss,Simplicity_score,reference,relative_frequency,numeric_frequency,Age,Age_score,integration,salience,effect,register,contact_situation,calqued,grammatical_info,colonial_word,etymological_note,lexical_stratum,word_source
Dutch-4-146-1,5681,Dutch,4-146,roos,roos,r oː s,,12,true,^roos$,Dutch,72181920455612983,,,1. clearly borrowed,1.0,"This particular meaning is not loaned, but an extension in Dutch from the loaned flower name rose.",,,unanalyzable,,1.0,"Van der Sijs, Leenwoordenboek 2005; EWB 1997",,,1240,1.0,1. Highly integrated,present in pre-contact environment,,,French cultural influence [12],,noun,,,,
Dutch-4-15-1,5682,Dutch,4-15,bloed,bloed,b l uː t,,12,false,^bloed$,Dutch,72181920846997057,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0901-1000,1.0,,,,,,,noun,,,,
Dutch-4-151-1,5683,Dutch,4-151,bloedvat,bloedvat,b l uː t f ɑ t,,12,false,^bloedvat$,Dutch,72181920843880999,,,5. no evidence for borrowing,0.0,,,,analyzable compound,bloed-vat [blood-vessel],0.5,WNT,,,1769-1811,0.9,,,,,,,noun,,,,
Dutch-4-151-2,5684,Dutch,4-151,ader,ader,aː d ə r,,12,false,^ader$,Dutch,72181920970411946,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1236,1.0,,,,,,,noun,,,,
Dutch-4-16-1,5685,Dutch,4-16,bot (1),bot,b ɔ t,,12,false,^bot$,Dutch,72181920652516787,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1477,1.0,,,,,,,noun,,,,
Dutch-4-162-1,5686,Dutch,4-162,rib,rib,r ɪ p,,12,false,^rib$,Dutch,72181920857646308,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1240,1.0,,,,,,,noun,,,,
Dutch-4-17-1,5687,Dutch,4-17,hoorn (1),hoorn,h oː r n,,12,false,^hoorn$,Dutch,72181920884821301,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0901-1000,1.0,,,,,,,noun,,,,
Dutch-4-18-1,5688,Dutch,4-18,staart,staart,s t aː r t,,12,false,^staart$,Dutch,72181920742683775,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1197,1.0,,,,,,,noun,,,,
Dutch-4-19-1,5689,Dutch,4-19,rug,rug,r ʏ x,,12,false,^rug$,Dutch,72181920796088526,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0901-1000,1.0,,,,,,,noun,,,,
Dutch-4-191-1,5690,Dutch,4-191,ruggengraat,ruggengraat,r ʏ ɣ ə x r aː t,,12,false,^ruggengraat$,Dutch,72181920269029947,,,5. no evidence for borrowing,0.0,,,,analyzable compound,rugg-en-graat [back-CONN-bone],0.5,EWB 1997,,,1573,0.9,1. Highly integrated,present in pre-contact environment,Replacement,,Medical and scientific Latin influence [12],4. Clearly calqued,noun,,,,
Dutch-4-2-1,5691,Dutch,4-2,hoofd,hoofd,h oː f t,,12,false,^hoofd$,Dutch,72181920568140934,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0901-1000,1.0,,,,,,,noun,,,,
Dutch-4-201-1,5692,Dutch,4-201,slaap,slaap,s l aː p,,12,false,^slaap$,Dutch,72181920672243676,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1240,1.0,,,,,,,noun,,,,
Dutch-4-202-1,5693,Dutch,4-202,schedel,schedel,s x eː d ə l,,12,false,^schedel$,Dutch,72181920746286601,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0901-1000,1.0,,,,,,,noun,,,,
Dutch-4-203-1,5694,Dutch,4-203,hersenen,hersenen,h ɛ r s ə n ə,,12,false,^hersenen$,Dutch,7218192029885496,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1240,1.0,,,,,,,noun,,,,
Dutch-4-204-1,5695,Dutch,4-204,gezicht,gezicht,x ə z ɪ x t,,12,false,^gezicht$,Dutch,72181920595020077,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1619,0.9,,,,,,,noun,,,,
Dutch-4-205-1,5696,Dutch,4-205,voorhoofd,voorhoofd,v oː r h oː f t,,12,false,^voorhoofd$,Dutch,72181920841864613,,,5. no evidence for borrowing,0.0,,,,analyzable compound,voor-hoofd [fore-head],0.5,WNT,,,1240,1.0,,,,,,,noun,,,,
Dutch-4-207-1,5697,Dutch,4-207,kaak,kaak,k aː k,,12,false,^kaak$,Dutch,72181920561564110,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1285,1.0,,,,,,,noun,,,,
Dutch-4-208-1,5698,Dutch,4-208,wang,wang,ʋ ɑ ŋ,,12,false,^wang$,Dutch,72181920907173293,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1240,1.0,,,,,,,noun,,,,
Dutch-4-209-1,5699,Dutch,4-209,kin,kin,k ɪ n,,12,false,^kin$,Dutch,72181920412854261,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1201-1225,1.0,,,,,,,noun,,,,
Dutch-4-21-1,5700,Dutch,4-21,oog,oog,oː x,,12,false,^oog$,Dutch,7218192076580557,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0901-1000,1.0,,,,,,,noun,,,,
Dutch-4-212-1,5701,Dutch,4-212,wenkbrauw,wenkbrauw,ʋ ɛ ŋ g b r ɑu ʋ,,12,false,^wenkbrauw$,Dutch,72181920276513858,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1625,0.9,,,,,,,noun,,,,
Dutch-4-213-1,5702,Dutch,4-213,ooglid,ooglid,oː ɣ l ɪ t,,12,false,^ooglid$,Dutch,72181920630426505,,,5. no evidence for borrowing,0.0,,,,analyzable compound,oog-lid [eye-lid],0.5,EWB 1997,,,1287,1.0,,,,,,,noun,,,,
Dutch-4-214-1,5703,Dutch,4-214,ooghaar,ooghaar,oː x h aː r,,12,false,^ooghaar$,Dutch,72181920752207687,,,5. no evidence for borrowing,0.0,,,,analyzable compound,oog-haar [eye-hair],0.5,WNT,,,1769-1811,0.9,,,,,,,noun,,,,
Dutch-4-215-1,5704,Dutch,4-215,knipperen,knipperen,k n ɪ p ə r ə,,12,false,^knipperen$,Dutch,72181920383192859,,,5. no evidence for borrowing,0.0,,,,analyzable derived,knipp-eren [cut-FREQ],0.5,WNT,,,1917,0.7,,,,,,,verb,,,,
Dutch-4-22-1,5705,Dutch,4-22,oor,oor,oː r,,12,false,^oor$,Dutch,72181920104784416,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0701-800,1.0,,,,,,,noun,,,,
Dutch-4-221-1,5706,Dutch,4-221,oorlel,oorlel,oː r l ɛ l,,12,false,^oorlel$,Dutch,72181920194199311,,,5. no evidence for borrowing,0.0,,,,analyzable compound,oor-lel [ear-lobe],0.5,WNT,,,1601-1650,0.9,,,,,,,noun,,,,
Dutch-4-222-1,5707,Dutch,4-222,oorsmeer,oorsmeer,oː r s m eː r,,12,false,^oorsmeer$,Dutch,72181920537546581,,,5. no evidence for borrowing,0.0,,,,analyzable compound,oor-smeer [ear-wax],0.5,WNT,,,1351,1.0,,,,,,,noun,,,,
Dutch-4-23-1,5708,Dutch,4-23,neus,neus,n øː s,,12,false,^neus$,Dutch,72181920695720226,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1236,1.0,,,,,,,noun,,,,
Dutch-4-231-1,5709,Dutch,4-231,neusvleugel,neusvleugel,n øː s f l øː ɣ ə l,,12,false,^neusvleugel$,Dutch,72181920375646326,,,5. no evidence for borrowing,0.0,,,,analyzable compound,neus-vleugel [nose-wing],0.5,WNT,,,1830-1835,0.8,,,,,,,noun,,,,
Dutch-4-232-1,5710,Dutch,4-232,snot,snot,s n ɔ t,,12,false,^snot$,Dutch,72181920185648641,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1351,1.0,,,,,,,noun,,,,
Dutch-4-24-1,5711,Dutch,4-24,mond,mond,m ɔ n t,,12,false,^mond$,Dutch,72181920217750320,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0698-699,1.0,,,,,,,noun,,,,
Dutch-4-241-1,5712,Dutch,4-241,bek,bek,b ɛ k,,12,true,^bek$,Dutch,72181920226809692,,,1. clearly borrowed,1.0,,,,unanalyzable,,1.0,"Van der Sijs, Leenwoordenboek 2005; EWB 1997",,,1240,1.0,1. Highly integrated,present in pre-contact environment,,,French cultural influence [12],,noun,,,,
Dutch-4-25-1,5713,Dutch,4-25,lip,lip,l ɪ p,,12,false,^lip$,Dutch,72181920903761729,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1100,1.0,,,,,,,noun,,,,
Dutch-4-26-1,5714,Dutch,4-26,tong,tong,t ɔ ŋ,,12,false,^tong$,Dutch,72181920131980364,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0901-1000,1.0,,,,,,,noun,,,,
Dutch-4-27-1,5715,Dutch,4-27,tand,tand,t ɑ n t,,12,false,^tand$,Dutch,72181920857642626,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1220-1240,1.0,,,,,,,noun,,,,
Dutch-4-271-1,5716,Dutch,4-271,tandvlees,tandvlees,t ɑ n t f l eː s,,12,false,^tandvlees$,Dutch,72181920582954315,,,5. no evidence for borrowing,0.0,,,,analyzable compound,tand-vlees [tooth-flesh],0.5,WNT,,,1240,1.0,,,,,,,noun,,,,
Dutch-4-272-1,5717,Dutch,4-272,kies,kies,k iː s,,12,false,^kies$,Dutch,72181920657587067,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1440,1.0,,,,,,,noun,,,,
Dutch-4-28-1,5718,Dutch,4-28,hals,hals,h ɑ l s,,12,false,^hals$,Dutch,72181920741952543,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1080,1.0,,,,,,,noun,,,,
Dutch-4-281-1,5719,Dutch,4-281,nek,nek,n ɛ k,,12,false,^nek$,Dutch,72181920640919192,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1350,1.0,,,,,,,noun,,,,
Dutch-4-29-1,5720,Dutch,4-29,keel,keel,k eː l,,12,false,^keel$,Dutch,72181920170164164,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0901-1000,1.0,,,,,,,noun,,,,
Dutch-4-3-1,5721,Dutch,4-3,schouder,schouder,s x ɑu d ə r,,12,false,^schouder$,Dutch,72181920964219534,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1220-1240,1.0,,,,,,,noun,,,,
Dutch-4-301-1,5722,Dutch,4-301,schouderblad,schouderblad,s x ɑu d ə r b l ɑ t,,12,false,^schouderblad$,Dutch,72181920339002222,,,5. no evidence for borrowing,0.0,,,,analyzable compound,schouder-blad [shoulder-blade],0.5,WNT,,,1287,1.0,,,,,,,noun,,,,
Dutch-4-302-1,5723,Dutch,4-302,sleutelbeen,sleutelbeen,s l øː t ə l b eː n,,12,false,^sleutelbeen$,Dutch,72181920619168981,,,5. no evidence for borrowing,0.0,,,,analyzable compound,sleutel-been [key-bone],0.5,EWB 1997,,,1645,0.9,1. Highly integrated,present in pre-contact environment,,,Medical and scientific Latin influence [12],4. Clearly calqued,noun,,,,
Dutch-4-31-1,5724,Dutch,4-31,arm (1),arm,ɑ r m,,12,false,^arm$,Dutch,72181920866008556,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0901-1000,1.0,,,,,,,noun,,,,
Dutch-4-312-1,5725,Dutch,4-312,oksel,oksel,ɔ k s ə l,,12,false,^oksel$,Dutch,72181920844035157,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1240,1.0,,,,,,,noun,,,,
Dutch-4-32-1,5726,Dutch,4-32,elleboog,elleboog,ɛ l ə b oː x,,12,false,^elleboog$,Dutch,72181920642350599,,,5. no evidence for borrowing,0.0,,,,semi-analyzable,elle-boog [?-bow],0.75,EWB 1997,,,1240,1.0,,,,,,,noun,,,,
Dutch-4-321-1,5727,Dutch,4-321,pols,pols,p ɔ l s,,12,true,^pols$,Dutch,7218192045066275,,,1. clearly borrowed,1.0,,,,unanalyzable,,1.0,"Van der Sijs, Leenwoordenboek 2005; EWB 1997",,,1265-1270,1.0,1. Highly integrated,present in pre-contact environment,,,Medical and scientific Latin influence [12],,noun,,,,
Dutch-4-33-1,5728,Dutch,4-33,hand,hand,h ɑ n t,,12,false,^hand$,Dutch,72181920458248357,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0701-800,1.0,,,,,,,noun,,,,
Dutch-4-331-1,5729,Dutch,4-331,palm (1),palm,p ɑ l m,,12,true,^palm$,Dutch,7218192059858643,,,1. clearly borrowed,1.0,,,,unanalyzable,,1.0,"Van der Sijs, Leenwoordenboek 2005; EWB 1997",,,1237,1.0,1. Highly integrated,present in pre-contact environment,,,French cultural influence [12],,noun,,,,
Dutch-4-34-1,5730,Dutch,4-34,vinger,vinger,v ɪ ŋ ə r,,12,false,^vinger$,Dutch,72181920420357280,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1100,1.0,,,,,,,noun,,,,
Dutch-4-342-1,5731,Dutch,4-342,duim,duim,d œy m,,12,false,^duim$,Dutch,72181920773111957,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1240,1.0,,,,,,,noun,,,,
Dutch-4-344-1,5732,Dutch,4-344,nagel (2),nagel,n aː ɣ ə l,,12,false,^nagel$,Dutch,72181920152676656,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1287,1.0,,,,,,,noun,,,,
Dutch-4-345-1,5733,Dutch,4-345,klauw,klauw,k l ɑu ʋ,,12,false,^klauw$,Dutch,7218192045219460,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0901-1000,1.0,,,,,,,noun,,,,
Dutch-4-35-1,5734,Dutch,4-35,been,been,b eː n,,12,false,^been$,Dutch,72181920289474127,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1100,1.0,,,,,,,noun,,,,
Dutch-4-351-1,5735,Dutch,4-351,dij,dij,d ɛi,,12,false,^dij$,Dutch,72181920141941513,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0901-1000,1.0,,,,,,,noun,,,,
Dutch-4-352-1,5736,Dutch,4-352,kuit,kuit,k œy t,,12,false,^kuit$,Dutch,72181920677262508,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1494,1.0,,,,,,,noun,,,,
Dutch-4-36-1,5737,Dutch,4-36,knie,knie,k n iː,,12,false,^knie$,Dutch,72181920819924491,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1156,1.0,,,,,,,noun,,,,
Dutch-4-37-1,5738,Dutch,4-37,voet,voet,v uː t,,12,false,^voet$,Dutch,72181920236551040,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0901-1000,1.0,,,,,,,noun,,,,
Dutch-4-371-1,5739,Dutch,4-371,enkel,enkel,ɛ ŋ k ə l,,12,false,^enkel$,Dutch,72181920318698154,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1351-1400,1.0,,,,,,,noun,,,,
Dutch-4-372-1,5740,Dutch,4-372,hiel,hiel,h iː l,,12,false,^hiel$,Dutch,72181920246398988,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1285,1.0,,,,,,,noun,,,,
Dutch-4-374-1,5741,Dutch,4-374,voetafdruk,voetafdruk,v uː t ɑ v d r ʏ k,,12,false,^voetafdruk$,Dutch,72181920990584325,,,5. no evidence for borrowing,0.0,,,,analyzable compound,voet-af-druk [foot-off-print],0.5,WNT,,,1889,0.8,,,,,,,noun,,,,
Dutch-4-38-1,5742,Dutch,4-38,teen,teen,t eː n,,12,false,^teen$,Dutch,72181920881356703,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1265-1270,1.0,,,,,,,noun,,,,
Dutch-4-392-1,5743,Dutch,4-392,vleugel,vleugel,v l øː ɣ ə l,,12,false,^vleugel$,Dutch,72181920932403781,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1240,1.0,,,,,,,noun,,,,
Dutch-4-393-1,5744,Dutch,4-393,veer,veer,v eː r,,12,false,^veer$,Dutch,72181920978723487,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0901-1000,1.0,,,,,,,noun,,,,
Dutch-4-4-1,5745,Dutch,4-4,borst,borst,b ɔ r s t,,12,false,^borst$,Dutch,72181920136027757,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0701-800,1.0,,,,,,,noun,,,,
Dutch-4-41-1,5746,Dutch,4-41,borst,borst,b ɔ r s t,,12,false,^borst$,Dutch,72181920136027757,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0701-800,1.0,,,,,,,noun,,,,
Dutch-4-412-1,5747,Dutch,4-412,tepel,tepel,t eː p ə l,,12,false,^tepel$,Dutch,72181920405792853,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1477,1.0,,,,,,,noun,,,,
Dutch-4-42-1,5748,Dutch,4-42,uier,uier,œy j ə r,,12,false,^uier$,Dutch,72181920300768264,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1434-1436,1.0,,,,,,,noun,,,,
Dutch-4-43-1,5749,Dutch,4-43,navel,navel,n aː v ə l,,12,false,^navel$,Dutch,7218192077325871,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1240,1.0,,,,,,,noun,,,,
Dutch-4-44-1,5751,Dutch,4-44,hart,hart,h ɑ r t,,12,false,^hart$,Dutch,72181920943768552,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,0901-1000,1.0,,,,,,,noun,,,,
Dutch-4-441-1,5752,Dutch,4-441,long,long,l ɔ ŋ,,12,false,^long$,Dutch,72181920122642785,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1240,1.0,,,,,,,noun,,,,
Dutch-4-45-1,5753,Dutch,4-45,lever,lever,l eː v ə r,,12,false,^lever$,Dutch,72181920335916783,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1240,1.0,,,,,,,noun,,,,
Dutch-4-451-1,5754,Dutch,4-451,nier,nier,n iː r,,12,false,^nier$,Dutch,72181920997794387,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1287,1.0,,,,,,,noun,,,,
Dutch-4-452-1,5755,Dutch,4-452,milt,milt,m ɪ l t,,12,false,^milt$,Dutch,72181920856133297,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1287,1.0,,,,,,,noun,,,,
Dutch-4-46-1,5756,Dutch,4-46,maag,maag,m aː x,,12,false,^maag$,Dutch,72181920914062479,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1240,1.0,,,,,,,noun,,,,
Dutch-4-461-1,5757,Dutch,4-461,ingewanden,ingewanden,ɪ ŋ ɣ ə ʋ ɑ n d ə,,12,false,^ingewanden$,Dutch,72181920243653466,,,5. no evidence for borrowing,0.0,,,,semi-analyzable,in-gewand-en [in-?-PL],0.75,EWB 1997,,,1400,1.0,,,,,,,noun,,,,
Dutch-4-462-1,5758,Dutch,4-462,middel,middel,m ɪ d ə l,,12,false,^middel$,Dutch,72181920882167255,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1102-1105,1.0,,,,,,,noun,,,,
Dutch-4-463-1,5759,Dutch,4-463,heup,heup,h øː p,,12,false,^heup$,Dutch,72181920640783395,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1240,1.0,,,,,,,noun,,,,
Dutch-4-464-1,5760,Dutch,4-464,billen,billen,b ɪ l ə,,12,false,^billen$,Dutch,72181920499416489,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,EWB 1997,,,1240,1.0,,,,,,,noun,,,,
Dutch-4-47-1,5762,Dutch,4-47,baarmoeder,baarmoeder,b aː r m uː d ə r,,12,false,^baarmoeder$,Dutch,72181920779093347,,,5. no evidence for borrowing,0.0,,,,analyzable compound,[bear-mother],0.5,EWB 1997,,,1542,0.9,1. Highly integrated,present in pre-contact environment,Replacement,,Medical and scientific Latin influence [12],4. Clearly calqued,noun,,,,
Dutch-4-49-1,5763,Dutch,4-49,ballen,ballen,b ɑ l ə,,12,false,^ballen$,Dutch,7218192073979461,,,5. no evidence for borrowing,0.0,,,,unanalyzable,,1.0,WNT,,,1802,0.8,,,,,,,noun,,,,
Dutch-4-49-2,5764,Dutch,4-49,testikels,testikels,t ɛ s t iː k ə l s,,12,true,^testikels$,Dutch,72181920205849889,,,1. clearly borrowed,1.0,,,,unanalyzable,,1.0,"Van der Sijs, Leenwoordenboek 2005; EWB 1997",,,1595,0.9,1. Highly integrated,present in pre-contact environment,Coexistence,Formal,Medical and scientific Latin influence [12],,noun,,,,
Dutch-4-492-1,5765,Dutch,4-492,penis,penis,p eː n ə s,,12,true,^penis$,Dutch,7218192090837936,,,1. clearly borrowed,1.0,,,,unanalyzable,,1.0,"Van der Sijs, Leenwoordenboek 2005; EWB 1997",,,1595,0.9,1. Highly integrated,present in pre-contact environment,Replacement,Formal,Medical and scientific Latin influence [12],,noun,,,,
Dutch-4-51-1,5770,Dutch,4-51,ademen,ademen,aː d ə m ə,,12,false,^ademen$,Dutch,7218192027155030,,,5. no evidence for borrowing,0.0,,,,analyzable derived,adem-en [breath-INF],0.5,WNT,,,1240,1.0,,,,,,,verb,,,,
Dutch-4-52-1,5771,Dutch,4-52,geeuwen,geeuwen,x eː ʋ ə,,12,false,^geeuwen$,Dutch,72181920279732448,,,5. no evidence for borrowing,0.0,,,,analyzable derived,geeuw-en [yawn-INF],0.5,EWB 1997,,,1240,1.0,,,,,,,verb,,,,
Dutch-4-521-1,5772,Dutch,4-521,hikken,hikken,h ɪ k ə,,12,false,^hikken$,Dutch,72181920687672159,,,5. no evidence for borrowing,0.0,,,,analyzable derived,hikk-en [hiccup-INF],0.5,EWB 1997,,,1573,0.9,,,,,,,verb,,,,
Dutch-4-53-1,5773,Dutch,4-53,hoesten,hoesten,h uː s t ə,,12,false,^hoesten$,Dutch,72181920650747536,,,5. no evidence for borrowing,0.0,,,,analyzable derived,hoest-en [cough-INF],0.5,WNT,,,1290,1.0,,,,,,,verb,,,,
Dutch-4-54-1,5774,Dutch,4-54,niezen,niezen,n iː z ə,,12,false,^niezen$,Dutch,72181920636217892,,,5. no evidence for borrowing,0.0,,,,analyzable derived,niez-en [sneeze-INF],0.5,EWB 1997,,,1240,1.0,,,,,,,verb,,,,
Dutch-4-55-1,5775,Dutch,4-55,zweten,zweten,z ʋ eː t ə,,12,false,^zweten$,Dutch,72181920289797923,,,5. no evidence for borrowing,0.0,,,,analyzable derived,zwet-en [sweat-INF],0.5,EWB 1997,,,1240,1.0,,,,,,,verb,,,,
Dutch-4-56-1,5776,Dutch,4-56,spugen,spugen,s p yː ɣ ə,,12,false,^spugen$,Dutch,72181920322057702,,,5. no evidence for borrowing,0.0,,,,analyzable derived,spug-en [spit-INF],0.5,EWB 1997,,,1657,0.9,,,,,,,verb,,,,
Dutch-4-57-1,5777,Dutch,4-57,braken,braken,b r aː k ə,,12,false,^braken$,Dutch,72181920652079230,,,5. no evidence for borrowing,0.0,,,,semi-analyzable,brak-en [?-INF],0.75,EWB 1997,,,1546,0.9,,,,,,,verb,,,,
Dutch-4-58-1,5778,Dutch,4-58,bijten,bijten,b ɛi t ə,,12,false,^bijten$,Dutch,72181920631980078,,,5. no evidence for borrowing,0.0,,,,analyzable derived,bijt-en [bite-INF],0.5,EWB 1997,,,1240,1.0,,,,,,,verb,,,,
Dutch-4-59-1,5779,Dutch,4-59,likken,likken,l ɪ k ə,,12,false,^likken$,Dutch,72181920255270716,,,5. no evidence for borrowing,0.0,,,,analyzable derived,likk-en [lick-INF],0.5,EWB 1997,,,0901-1000,1.0,,,,,,,verb,,,,
Dutch-4-591-1,5780,Dutch,4-591,kwijlen,kwijlen,k ʋ ɛi l ə,,12,false,^kwijlen$,Dutch,72181920528422462,,,5. no evidence for borrowing,0.0,,,,analyzable derived,kwijl-en [drivel-INF],0.5,WNT,,,1599,0.9,,,,,,,verb,,,,
Dutch-4-61-1,5781,Dutch,4-61,slapen,slapen,s l aː p ə,,12,false,^slapen$,Dutch,72181920677404302,,,5. no evidence for borrowing,0.0,,,,analyzable derived,slap-en [sleep-INF],0.5,EWB 1997,,,0901-1000,1.0,,,,,,,verb,,,,
Dutch-4-612-1,5782,Dutch,4-612,snurken,snurken,s n ʏ r k ə,,12,false,^snurken$,Dutch,72181920875285989,,,5. no evidence for borrowing,0.0,,,,analyzable derived,snurk-en [snore-INF],0.5,EWB 1997,,,1573,0.9,,,,,,,verb,,,,
Dutch-4-62-1,5783,Dutch,4-62,dromen,dromen,d r oː m ə,,12,false,^dromen$,Dutch,72181920758802053,,,5. no evidence for borrowing,0.0,,,,analyzable derived,drom-en [dream-INF],0.5,EWB 1997,,,1240,1.0,,,,,,,verb,,,,
Dutch-4-63-1,5784,Dutch,4-63,wekken,wekken,ʋ ɛ k ə,,12,false,^wekken$,Dutch,72181920847543350,,,5. no evidence for borrowing,0.0,,,,analyzable derived,wekk-en [CAUS-wake-INF],0.5,EWB 1997,,,1100,1.0,,,,,,,verb,,,,
Dutch-4-64-1,5785,Dutch,4-64,een scheet laten,een_scheet_laten,eː n + s x eː t + l aː t ə,,12,false,^een_scheet_laten$,Dutch,72181920435769275,,,5. no evidence for borrowing,0.0,,,,analyzable phrasal,[fart let (go)],0.5,WNT,,,1440,1.0,,,,,,,verb,,,,
Dutch-4-65-1,5786,Dutch,4-65,pissen,pissen,p ɪ s ə,,12,true,^pissen$,Dutch,72181920196529800,,,1. clearly borrowed,1.0,,,,analyzable derived,piss-en [piss-INF],0.5,"Van der Sijs, Leenwoordenboek 2005; EWB 1997",,,1240,1.0,1. Highly integrated,present in pre-contact environment,Coexistence,,French cultural influence [12],,verb,,,,
Dutch-4-65-2,5787,Dutch,4-65,plassen,plassen,p l ɑ s ə,,12,false,^plassen$,Dutch,72181920384426329,,,5. no evidence for borrowing,0.0,,,,analyzable derived,plass-en [piss-INF],0.5,WNT,,,1950,0.6,,,,,,,verb,,,,
Dutch-4-66-1,5788,Dutch,4-66,poepen,poepen,p uː p ə,,12,false,^poepen$,Dutch,72181920128686059,,,5. no evidence for borrowing,0.0,,,,analyzable derived,poep-en [shit-INF],0.5,EWB 1997,,,1889,0.8,,,,,,,verb,,,,
